"NAME";"OUTCOME";"ORIGIN_FIELD";"FREEBASE_FIELD"
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Russell Westbrook";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Jordan Crawford";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Jeff Teague";"CORRECT";"";""
"Jeff Teague";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"DeMarcus Cousins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Isaiah Thomas";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Amar'e Stoudemire";"CORRECT";"";""
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Amar'e Stoudemire";"CORRECT";"";""
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Rudy Gay";"CORRECT";"";""
"Rudy Gay";"CORRECT";"";""
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"Rudy Gay";"CORRECT";"";""
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Shane Battier";"CORRECT";"";""
"Shane Battier";"CORRECT";"";""
"Shane Battier";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Steve Blake";"CORRECT";"";""
"Steve Blake";"CORRECT";"";""
"Steve Blake";"CORRECT";"";""
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Antawn Jamison";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"Tyson Chandler";"CORRECT";"";""
"Tyson Chandler";"CORRECT";"";""
"Tyson Chandler";"CORRECT";"";""
"Jamal Crawford";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Jamal Crawford";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Jamal Crawford";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"Matt Barnes";"CORRECT";"";""
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"Matt Barnes";"CORRECT";"";""
"Matt Barnes";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Kobe Bryant";"CORRECT";"";""
"Kobe Bryant";"CORRECT";"";""
"Kobe Bryant";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Wesley Johnson";"CORRECT";"";""
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Wesley Johnson";"CORRECT";"";""
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Eric Gordon";"CORRECT";"";""
"Eric Gordon";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Nate Robinson";"CORRECT";"";""
"Nate Robinson";"CORRECT";"";""
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Nate Robinson";"CORRECT";"";""
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Jimmy Butler";"CORRECT";"";""
"Jimmy Butler";"CORRECT";"";""
"Jimmy Butler";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Udonis Haslem";"CORRECT";"";""
"Udonis Haslem";"CORRECT";"";""
"Dion Waiters";"CORRECT";"";""
"Dion Waiters";"CORRECT";"";""
"Dion Waiters";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Anthony Bennett";"SEMICORRECT";"canada";"toronto"
"Anthony Bennett";"SEMICORRECT";"canada";"toronto"
"Brandan Wright";"CORRECT";"";""
"Brandan Wright";"CORRECT";"";""
"Brandan Wright";"CORRECT";"";""
"Jarrett Jack";"CORRECT";"";""
"Jarrett Jack";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"Eric Bledsoe";"CORRECT";"";""
"Eric Bledsoe";"CORRECT";"";""
"Eric Bledsoe";"CORRECT";"";""
"Derrick Williams";"SEMICORRECT";"bellflower";"lamirada"
"Derrick Williams";"SEMICORRECT";"bellflower";"lamirada"
"Reggie Evans";"CORRECT";"";""
"Reggie Evans";"CORRECT";"";""
"Reggie Evans";"CORRECT";"";""
"Jimmer Fredette";"CORRECT";"";""
"Jimmer Fredette";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"Royce White";"CORRECT";"";""
