ID;NAME;IMAGE;NUMBER;MEASURES;TEAM;INFO
01513;Kosta Koufos;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3444.png&w=350&h=254;#41 C;"7' 0"", 265 lbs";Memphis Grizzlies;[BornFeb 24, 1989 in Canton, OH (Age: 25)|Drafted2008: 1st Rnd, 23rd by UTAH|CollegeOhio State|Experience5 years|]
01514;Kosta Koufos;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3444.png&w=350&h=254;#41 C;"7' 0"", 265 lbs";Memphis Grizzlies;[BornFeb 24, 1989 in Canton, OH (Age: 25)|Drafted2008: 1st Rnd, 23rd by UTAH|CollegeOhio State|Experience5 years|]
01515;Kosta Koufos;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3444.png&w=350&h=254;#41 C;"7' 0"", 265 lbs";Memphis Grizzlies;[BornFeb 24, 1989 in Canton, OH (Age: 25)|Drafted2008: 1st Rnd, 23rd by UTAH|CollegeOhio State|Experience5 years|]
01516;Richard Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1006.png&w=350&h=254;#24 SF;"6' 7"", 234 lbs";Utah Jazz;[BornJun 21, 1980 in Los Angeles, CA (Age: 33)|Drafted2001: 1st Rnd, 13th by HOU|CollegeArizona|Experience12 years|]
01517;Richard Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1006.png&w=350&h=254;#24 SF;"6' 7"", 234 lbs";Utah Jazz;[BornJun 21, 1980 in Los Angeles, CA (Age: 33)|Drafted2001: 1st Rnd, 13th by HOU|CollegeArizona|Experience12 years|]
01518;Richard Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1006.png&w=350&h=254;#24 SF;"6' 7"", 234 lbs";Utah Jazz;[BornJun 21, 1980 in Los Angeles, CA (Age: 33)|Drafted2001: 1st Rnd, 13th by HOU|CollegeArizona|Experience12 years|]
01519;Alex Len;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2596107.png&w=350&h=254;#21 C;"7' 1"", 255 lbs";Phoenix Suns;[BornJun 16, 1993 in Ukraine (Age: 20)|Drafted2013: 1st Rnd, 5th by PHX|CollegeMaryland|]
01520;Brandan Wright;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3242.png&w=350&h=254;#34 PF;"6' 10"", 210 lbs";Dallas Mavericks;[BornOct 5, 1987 in Nashville, TN (Age: 26)|Drafted2007: 1st Rnd, 8th by CHA|CollegeNorth Carolina|Experience5 years|]
01521;Brandan Wright;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3242.png&w=350&h=254;#34 PF;"6' 10"", 210 lbs";Dallas Mavericks;[BornOct 5, 1987 in Nashville, TN (Age: 26)|Drafted2007: 1st Rnd, 8th by CHA|CollegeNorth Carolina|Experience5 years|]
01522;Brandan Wright;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3242.png&w=350&h=254;#34 PF;"6' 10"", 210 lbs";Dallas Mavericks;[BornOct 5, 1987 in Nashville, TN (Age: 26)|Drafted2007: 1st Rnd, 8th by CHA|CollegeNorth Carolina|Experience5 years|]
01523;Emeka Okafor;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2399.png&w=350&h=254;#50 C;"6' 10"", 255 lbs";Phoenix Suns;[BornSep 28, 1982 in Houston, TX (Age: 31)|Drafted2004: 1st Rnd, 2nd by CHA|CollegeConnecticut|Experience9 years|]
01524;Emeka Okafor;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2399.png&w=350&h=254;#50 C;"6' 10"", 255 lbs";Phoenix Suns;[BornSep 28, 1982 in Houston, TX (Age: 31)|Drafted2004: 1st Rnd, 2nd by CHA|CollegeConnecticut|Experience9 years|]
01525;Emeka Okafor;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2399.png&w=350&h=254;#50 C;"6' 10"", 255 lbs";Phoenix Suns;[BornSep 28, 1982 in Houston, TX (Age: 31)|Drafted2004: 1st Rnd, 2nd by CHA|CollegeConnecticut|Experience9 years|]
01526;C.J. Watson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3277.png&w=350&h=254;#32 PG;"6' 2"", 175 lbs";Indiana Pacers;[BornApr 17, 1984 in Las Vegas, NV (Age: 30)|CollegeTennessee|Experience6 years|]
01527;C.J. Watson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3277.png&w=350&h=254;#32 PG;"6' 2"", 175 lbs";Indiana Pacers;[BornApr 17, 1984 in Las Vegas, NV (Age: 30)|CollegeTennessee|Experience6 years|]
01528;C.J. Watson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3277.png&w=350&h=254;#32 PG;"6' 2"", 175 lbs";Indiana Pacers;[BornApr 17, 1984 in Las Vegas, NV (Age: 30)|CollegeTennessee|Experience6 years|]
01529;C.J. Watson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3277.png&w=350&h=254;#32 PG;"6' 2"", 175 lbs";Indiana Pacers;[BornApr 17, 1984 in Las Vegas, NV (Age: 30)|CollegeTennessee|Experience6 years|]
01530;Jarrett Jack;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2768.png&w=350&h=254;#1 PG;"6' 3"", 200 lbs";Cleveland Cavaliers;[BornOct 28, 1983 in Fort Washington, MD (Age: 30)|Drafted2005: 1st Rnd, 22nd by DEN|CollegeGeorgia Tech|Experience8 years|]
01531;Jarrett Jack;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2768.png&w=350&h=254;#1 PG;"6' 3"", 200 lbs";Cleveland Cavaliers;[BornOct 28, 1983 in Fort Washington, MD (Age: 30)|Drafted2005: 1st Rnd, 22nd by DEN|CollegeGeorgia Tech|Experience8 years|]
01532;Jarrett Jack;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2768.png&w=350&h=254;#1 PG;"6' 3"", 200 lbs";Cleveland Cavaliers;[BornOct 28, 1983 in Fort Washington, MD (Age: 30)|Drafted2005: 1st Rnd, 22nd by DEN|CollegeGeorgia Tech|Experience8 years|]
01533;Jarrett Jack;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2768.png&w=350&h=254;#1 PG;"6' 3"", 200 lbs";Cleveland Cavaliers;[BornOct 28, 1983 in Fort Washington, MD (Age: 30)|Drafted2005: 1st Rnd, 22nd by DEN|CollegeGeorgia Tech|Experience8 years|]
01534;Archie Goodwin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991281.png&w=350&h=254;#20 SG;"6' 5"", 198 lbs";Phoenix Suns;[BornAug 17, 1994 in Little Rock, AR (Age: 19)|Drafted2013: 1st Rnd, 29th by OKC|CollegeKentucky|]
01535;Archie Goodwin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991281.png&w=350&h=254;#20 SG;"6' 5"", 198 lbs";Phoenix Suns;[BornAug 17, 1994 in Little Rock, AR (Age: 19)|Drafted2013: 1st Rnd, 29th by OKC|CollegeKentucky|]
01536;Archie Goodwin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991281.png&w=350&h=254;#20 SG;"6' 5"", 198 lbs";Phoenix Suns;[BornAug 17, 1994 in Little Rock, AR (Age: 19)|Drafted2013: 1st Rnd, 29th by OKC|CollegeKentucky|]
01537;Seth Curry;;SG;"6' 2"", 185 lbs";;[BornAug 23, 1990 in Charlotte, NC (Age: 23)|CollegeDuke|]
01538;Seth Curry;;SG;"6' 2"", 185 lbs";;[BornAug 23, 1990 in Charlotte, NC (Age: 23)|CollegeDuke|]
01539;Seth Curry;;SG;"6' 2"", 185 lbs";;[BornAug 23, 1990 in Charlotte, NC (Age: 23)|CollegeDuke|]
01540;Kyle Singler;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6469.png&w=350&h=254;#25 SF;"6' 8"", 230 lbs";Detroit Pistons;[BornMay 4, 1988 in Medford, OR (Age: 26)|Drafted2011: 2nd Rnd, 33rd by DET|CollegeDuke|Experience1 year|]
01541;Kyle Singler;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6469.png&w=350&h=254;#25 SF;"6' 8"", 230 lbs";Detroit Pistons;[BornMay 4, 1988 in Medford, OR (Age: 26)|Drafted2011: 2nd Rnd, 33rd by DET|CollegeDuke|Experience1 year|]
01542;Kyle Singler;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6469.png&w=350&h=254;#25 SF;"6' 8"", 230 lbs";Detroit Pistons;[BornMay 4, 1988 in Medford, OR (Age: 26)|Drafted2011: 2nd Rnd, 33rd by DET|CollegeDuke|Experience1 year|]
01543;Charlie Villanueva;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2792.png&w=350&h=254;#31 PF;"6' 11"", 232 lbs";Detroit Pistons;[BornAug 24, 1984 in Queens, NY (Age: 29)|Drafted2005: 1st Rnd, 7th by TOR|CollegeConnecticut|Experience8 years|]
01544;Charlie Villanueva;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2792.png&w=350&h=254;#31 PF;"6' 11"", 232 lbs";Detroit Pistons;[BornAug 24, 1984 in Queens, NY (Age: 29)|Drafted2005: 1st Rnd, 7th by TOR|CollegeConnecticut|Experience8 years|]
01545;Charlie Villanueva;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2792.png&w=350&h=254;#31 PF;"6' 11"", 232 lbs";Detroit Pistons;[BornAug 24, 1984 in Queens, NY (Age: 29)|Drafted2005: 1st Rnd, 7th by TOR|CollegeConnecticut|Experience8 years|]
01546;Jonas Jerebko;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3998.png&w=350&h=254;#33 PF;"6' 10"", 231 lbs";Detroit Pistons;[BornMar 2, 1987 in Sweden (Age: 27)|Drafted2009: 2nd Rnd, 39th by DET|CollegeNone|Experience3 years|]
01547;Jonas Jerebko;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3998.png&w=350&h=254;#33 PF;"6' 10"", 231 lbs";Detroit Pistons;[BornMar 2, 1987 in Sweden (Age: 27)|Drafted2009: 2nd Rnd, 39th by DET|CollegeNone|Experience3 years|]
01548;Jonas Jerebko;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3998.png&w=350&h=254;#33 PF;"6' 10"", 231 lbs";Detroit Pistons;[BornMar 2, 1987 in Sweden (Age: 27)|Drafted2009: 2nd Rnd, 39th by DET|CollegeNone|Experience3 years|]
01549;Chauncey Billups;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/63.png&w=350&h=254;#1 SG;"6' 3"", 210 lbs";Detroit Pistons;[BornSep 25, 1976 in Denver, CO (Age: 37)|Drafted1997: 1st Rnd, 3rd by BOS|CollegeColorado|Experience16 years|]
01550;Chauncey Billups;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/63.png&w=350&h=254;#1 SG;"6' 3"", 210 lbs";Detroit Pistons;[BornSep 25, 1976 in Denver, CO (Age: 37)|Drafted1997: 1st Rnd, 3rd by BOS|CollegeColorado|Experience16 years|]
01551;Chauncey Billups;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/63.png&w=350&h=254;#1 SG;"6' 3"", 210 lbs";Detroit Pistons;[BornSep 25, 1976 in Denver, CO (Age: 37)|Drafted1997: 1st Rnd, 3rd by BOS|CollegeColorado|Experience16 years|]
01552;Josh Harrellson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6439.png&w=350&h=254;#55 PF;"6' 10"", 275 lbs";Detroit Pistons;[BornFeb 12, 1989 (Age: 25)|Drafted2011: 2nd Rnd, 45th by NO|CollegeKentucky|Experience2 years|]
01553;Josh Harrellson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6439.png&w=350&h=254;#55 PF;"6' 10"", 275 lbs";Detroit Pistons;[BornFeb 12, 1989 (Age: 25)|Drafted2011: 2nd Rnd, 45th by NO|CollegeKentucky|Experience2 years|]
01554;Josh Harrellson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6439.png&w=350&h=254;#55 PF;"6' 10"", 275 lbs";Detroit Pistons;[BornFeb 12, 1989 (Age: 25)|Drafted2011: 2nd Rnd, 45th by NO|CollegeKentucky|Experience2 years|]
01555;Luigi Datome;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2585629.png&w=350&h=254;#13 SF;"6' 8"", 215 lbs";Detroit Pistons;[BornNov 28, 1987 in Italy (Age: 26)|CollegeNone|]
01556;Luigi Datome;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2585629.png&w=350&h=254;#13 SF;"6' 8"", 215 lbs";Detroit Pistons;[BornNov 28, 1987 in Italy (Age: 26)|CollegeNone|]
01557;Luigi Datome;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2585629.png&w=350&h=254;#13 SF;"6' 8"", 215 lbs";Detroit Pistons;[BornNov 28, 1987 in Italy (Age: 26)|CollegeNone|]
01558;Peyton Siva;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2488706.png&w=350&h=254;#34 PG;"6' 0"", 185 lbs";Detroit Pistons;[BornOct 24, 1990 in Seattle, WA (Age: 23)|Drafted2013: 2nd Rnd, 56th by DET|CollegeLouisville|]
01559;Peyton Siva;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2488706.png&w=350&h=254;#34 PG;"6' 0"", 185 lbs";Detroit Pistons;[BornOct 24, 1990 in Seattle, WA (Age: 23)|Drafted2013: 2nd Rnd, 56th by DET|CollegeLouisville|]
01560;Tony Mitchell;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2583664.png&w=350&h=254;#9 PF;"6' 8"", 235 lbs";Detroit Pistons;[BornApr 7, 1992 in Milwaukee, WI (Age: 22)|Drafted2013: 2nd Rnd, 37th by DET|CollegeNorth Texas|]
01561;Tony Mitchell;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2583664.png&w=350&h=254;#9 PF;"6' 8"", 235 lbs";Detroit Pistons;[BornApr 7, 1992 in Milwaukee, WI (Age: 22)|Drafted2013: 2nd Rnd, 37th by DET|CollegeNorth Texas|]
01562;Ish Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4305.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Phoenix Suns;[BornJul 5, 1988 in Charlotte, NC (Age: 25)|CollegeWake Forest|Experience3 years|]
01563;Ish Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4305.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Phoenix Suns;[BornJul 5, 1988 in Charlotte, NC (Age: 25)|CollegeWake Forest|Experience3 years|]
01564;Ish Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4305.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Phoenix Suns;[BornJul 5, 1988 in Charlotte, NC (Age: 25)|CollegeWake Forest|Experience3 years|]
01565;DeMarre Carroll;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3970.png&w=350&h=254;#5 SF;"6' 8"", 212 lbs";Atlanta Hawks;[BornJul 27, 1986 in Birmingham, AL (Age: 27)|Drafted2009: 1st Rnd, 27th by MEM|CollegeMissouri|Experience4 years|]
01566;DeMarre Carroll;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3970.png&w=350&h=254;#5 SF;"6' 8"", 212 lbs";Atlanta Hawks;[BornJul 27, 1986 in Birmingham, AL (Age: 27)|Drafted2009: 1st Rnd, 27th by MEM|CollegeMissouri|Experience4 years|]
01567;DeMarre Carroll;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3970.png&w=350&h=254;#5 SF;"6' 8"", 212 lbs";Atlanta Hawks;[BornJul 27, 1986 in Birmingham, AL (Age: 27)|Drafted2009: 1st Rnd, 27th by MEM|CollegeMissouri|Experience4 years|]
01568;Trevor Booker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4270.png&w=350&h=254;#35 PF;"6' 8"", 235 lbs";Washington Wizards;[BornNov 25, 1987 in Newberry, SC (Age: 26)|Drafted2010: 1st Rnd, 23rd by MIN|CollegeClemson|Experience3 years|]
01569;Trevor Booker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4270.png&w=350&h=254;#35 PF;"6' 8"", 235 lbs";Washington Wizards;[BornNov 25, 1987 in Newberry, SC (Age: 26)|Drafted2010: 1st Rnd, 23rd by MIN|CollegeClemson|Experience3 years|]
01570;Trevor Booker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4270.png&w=350&h=254;#35 PF;"6' 8"", 235 lbs";Washington Wizards;[BornNov 25, 1987 in Newberry, SC (Age: 26)|Drafted2010: 1st Rnd, 23rd by MIN|CollegeClemson|Experience3 years|]
01571;Jason Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3232.png&w=350&h=254;#14 C;"7' 0"", 240 lbs";New Orleans Pelicans;[BornMar 2, 1986 in Greeley, CO (Age: 28)|Drafted2007: 1st Rnd, 20th by MIA|CollegeColorado State|Experience5 years|]
01572;Jason Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3232.png&w=350&h=254;#14 C;"7' 0"", 240 lbs";New Orleans Pelicans;[BornMar 2, 1986 in Greeley, CO (Age: 28)|Drafted2007: 1st Rnd, 20th by MIA|CollegeColorado State|Experience5 years|]
01573;Jason Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3232.png&w=350&h=254;#14 C;"7' 0"", 240 lbs";New Orleans Pelicans;[BornMar 2, 1986 in Greeley, CO (Age: 28)|Drafted2007: 1st Rnd, 20th by MIA|CollegeColorado State|Experience5 years|]
01574;Cory Joseph;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6446.png&w=350&h=254;#5 PG;"6' 3"", 190 lbs";San Antonio Spurs;[BornAug 20, 1991 in Canada (Age: 22)|Drafted2011: 1st Rnd, 29th by SA|CollegeTexas|Experience2 years|]
01575;Cory Joseph;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6446.png&w=350&h=254;#5 PG;"6' 3"", 190 lbs";San Antonio Spurs;[BornAug 20, 1991 in Canada (Age: 22)|Drafted2011: 1st Rnd, 29th by SA|CollegeTexas|Experience2 years|]
01576;Cory Joseph;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6446.png&w=350&h=254;#5 PG;"6' 3"", 190 lbs";San Antonio Spurs;[BornAug 20, 1991 in Canada (Age: 22)|Drafted2011: 1st Rnd, 29th by SA|CollegeTexas|Experience2 years|]
01577;Aaron Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3192.png&w=350&h=254;#0 PG;"6' 0"", 161 lbs";Denver Nuggets;[BornJan 14, 1985 in Seattle, WA (Age: 29)|Drafted2007: 1st Rnd, 26th by HOU|CollegeOregon|Experience5 years|]
01578;Aaron Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3192.png&w=350&h=254;#0 PG;"6' 0"", 161 lbs";Denver Nuggets;[BornJan 14, 1985 in Seattle, WA (Age: 29)|Drafted2007: 1st Rnd, 26th by HOU|CollegeOregon|Experience5 years|]
01579;Aaron Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3192.png&w=350&h=254;#0 PG;"6' 0"", 161 lbs";Denver Nuggets;[BornJan 14, 1985 in Seattle, WA (Age: 29)|Drafted2007: 1st Rnd, 26th by HOU|CollegeOregon|Experience5 years|]
01580;Miles Plumlee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6616.png&w=350&h=254;#22 C;"6' 11"", 255 lbs";Phoenix Suns;[BornSep 1, 1988 in Fort Wayne, IN (Age: 25)|Drafted2012: 1st Rnd, 26th by IND|CollegeDuke|Experience1 year|]
01581;Miles Plumlee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6616.png&w=350&h=254;#22 C;"6' 11"", 255 lbs";Phoenix Suns;[BornSep 1, 1988 in Fort Wayne, IN (Age: 25)|Drafted2012: 1st Rnd, 26th by IND|CollegeDuke|Experience1 year|]
01582;Miles Plumlee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6616.png&w=350&h=254;#22 C;"6' 11"", 255 lbs";Phoenix Suns;[BornSep 1, 1988 in Fort Wayne, IN (Age: 25)|Drafted2012: 1st Rnd, 26th by IND|CollegeDuke|Experience1 year|]
01583;Miles Plumlee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6616.png&w=350&h=254;#22 C;"6' 11"", 255 lbs";Phoenix Suns;[BornSep 1, 1988 in Fort Wayne, IN (Age: 25)|Drafted2012: 1st Rnd, 26th by IND|CollegeDuke|Experience1 year|]
01584;Kentavious Caldwell-Pope;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2581018.png&w=350&h=254;#5 SG;"6' 5"", 205 lbs";Detroit Pistons;[BornFeb 18, 1993 in Thomaston, GA (Age: 21)|Drafted2013: 1st Rnd, 8th by DET|CollegeGeorgia|]
01585;Greg Monroe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4260.png&w=350&h=254;#10 PF;"6' 11"", 250 lbs";Detroit Pistons;[BornJun 4, 1990 in Harvey, LA (Age: 23)|Drafted2010: 1st Rnd, 7th by DET|CollegeGeorgetown|Experience3 years|]
01586;Marcus Morris;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6462.png&w=350&h=254;#15 PF;"6' 9"", 235 lbs";Phoenix Suns;[BornSep 2, 1989 in Philadelphia, PA (Age: 24)|Drafted2011: 1st Rnd, 14th by HOU|CollegeKansas|Experience2 years|]
01587;Marcus Morris;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6462.png&w=350&h=254;#15 PF;"6' 9"", 235 lbs";Phoenix Suns;[BornSep 2, 1989 in Philadelphia, PA (Age: 24)|Drafted2011: 1st Rnd, 14th by HOU|CollegeKansas|Experience2 years|]
01588;Marcus Morris;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6462.png&w=350&h=254;#15 PF;"6' 9"", 235 lbs";Phoenix Suns;[BornSep 2, 1989 in Philadelphia, PA (Age: 24)|Drafted2011: 1st Rnd, 14th by HOU|CollegeKansas|Experience2 years|]
01589;Marcus Morris;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6462.png&w=350&h=254;#15 PF;"6' 9"", 235 lbs";Phoenix Suns;[BornSep 2, 1989 in Philadelphia, PA (Age: 24)|Drafted2011: 1st Rnd, 14th by HOU|CollegeKansas|Experience2 years|]
01590;Greg Monroe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4260.png&w=350&h=254;#10 PF;"6' 11"", 250 lbs";Detroit Pistons;[BornJun 4, 1990 in Harvey, LA (Age: 23)|Drafted2010: 1st Rnd, 7th by DET|CollegeGeorgetown|Experience3 years|]
01591;Greg Monroe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4260.png&w=350&h=254;#10 PF;"6' 11"", 250 lbs";Detroit Pistons;[BornJun 4, 1990 in Harvey, LA (Age: 23)|Drafted2010: 1st Rnd, 7th by DET|CollegeGeorgetown|Experience3 years|]
01592;Greg Monroe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4260.png&w=350&h=254;#10 PF;"6' 11"", 250 lbs";Detroit Pistons;[BornJun 4, 1990 in Harvey, LA (Age: 23)|Drafted2010: 1st Rnd, 7th by DET|CollegeGeorgetown|Experience3 years|]
01593;Eric Bledsoe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4238.png&w=350&h=254;#2 PG;"6' 1"", 195 lbs";Phoenix Suns;[BornDec 9, 1989 in Birmingham, AL (Age: 24)|Drafted2010: 1st Rnd, 18th by OKC|CollegeKentucky|Experience3 years|]
01594;Eric Bledsoe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4238.png&w=350&h=254;#2 PG;"6' 1"", 195 lbs";Phoenix Suns;[BornDec 9, 1989 in Birmingham, AL (Age: 24)|Drafted2010: 1st Rnd, 18th by OKC|CollegeKentucky|Experience3 years|]
01595;Eric Bledsoe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4238.png&w=350&h=254;#2 PG;"6' 1"", 195 lbs";Phoenix Suns;[BornDec 9, 1989 in Birmingham, AL (Age: 24)|Drafted2010: 1st Rnd, 18th by OKC|CollegeKentucky|Experience3 years|]
01596;Eric Bledsoe;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4238.png&w=350&h=254;#2 PG;"6' 1"", 195 lbs";Phoenix Suns;[BornDec 9, 1989 in Birmingham, AL (Age: 24)|Drafted2010: 1st Rnd, 18th by OKC|CollegeKentucky|Experience3 years|]
01597;Ray McCallum;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528447.png&w=350&h=254;#3 PG;"6' 3"", 190 lbs";Sacramento Kings;[BornJun 12, 1991 in Madison, WI (Age: 22)|Drafted2013: 2nd Rnd, 36th by SAC|CollegeDetroit|]
01598;Ray McCallum;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528447.png&w=350&h=254;#3 PG;"6' 3"", 190 lbs";Sacramento Kings;[BornJun 12, 1991 in Madison, WI (Age: 22)|Drafted2013: 2nd Rnd, 36th by SAC|CollegeDetroit|]
01599;Derrick Williams;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6480.png&w=350&h=254;#13 PF;"6' 8"", 240 lbs";Sacramento Kings;[BornMay 25, 1991 in Bellflower, CA (Age: 23)|Drafted2011: 1st Rnd, 2nd by MIN|CollegeArizona|Experience2 years|]
01600;Ray McCallum;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528447.png&w=350&h=254;#3 PG;"6' 3"", 190 lbs";Sacramento Kings;[BornJun 12, 1991 in Madison, WI (Age: 22)|Drafted2013: 2nd Rnd, 36th by SAC|CollegeDetroit|]
